AnalyzerL1PhaseVoltage,AnalyzerL2PhaseVoltage,AnalyzerL3PhaseVoltage,AnalyzerL1Frequency,time
27595.506,27691.262,27657.063,50.018,28-Apr-2025 11:27:42
27577.393,27673.021,27641.504,50.022,28-Apr-2025 11:27:44
27526.77,27641.188,27601.277,50.025,28-Apr-2025 11:27:46
27577.775,27691.928,27653.508,50.026,28-Apr-2025 11:27:48
27539.506,27642.785,27609.061,50.028,28-Apr-2025 11:27:50
27579.314,27677.35,27651.279,50.028,28-Apr-2025 11:27:52
27578.906,27666.119,27644.598,50.027,28-Apr-2025 11:27:54
27557.936,27636.273,27623.973,50.027,28-Apr-2025 11:27:56
27592.959,27681.664,27661.252,50.024,28-Apr-2025 11:27:58
27566.408,27655.314,27636.809,50.021,28-Apr-2025 11:28:00
27584.74,27663.994,27654.395,50.017,28-Apr-2025 11:28:02
27677.48,27761.303,27741.844,50.013,28-Apr-2025 11:28:04
27666.352,27753.154,27724.996,50.014,28-Apr-2025 11:28:06
27647.098,27734.848,27706.762,50.015,28-Apr-2025 11:28:08
27609.553,27702.41,27674.594,50.014,28-Apr-2025 11:28:10
27725.76,27816.221,27781.645,50.012,28-Apr-2025 11:28:12
27647.639,27727.551,27703.697,50.014,28-Apr-2025 11:28:14
27701.348,27787.367,27755.982,50.014,28-Apr-2025 11:28:16
27728.178,27813.693,27784.389,50.014,28-Apr-2025 11:28:18
27738.086,27822.141,27793.844,50.014,28-Apr-2025 11:28:20
27757.611,27835.369,27810.033,50.013,28-Apr-2025 11:28:22
27696.094,27774.975,27753.916,50.015,28-Apr-2025 11:28:24
27760.717,27854.785,27815.326,50.014,28-Apr-2025 11:28:26
27736.547,27838.121,27797.623,50.012,28-Apr-2025 11:28:28
27661.115,27769.832,27720.678,50.014,28-Apr-2025 11:28:30
27646.42,27763.021,27698.404,50.013,28-Apr-2025 11:28:32
27629.209,27742.896,27683.262,50.012,28-Apr-2025 11:28:34
27624.777,27743.891,27687.93,50.017,28-Apr-2025 11:28:36
27690.301,27804.092,27746.008,50.016,28-Apr-2025 11:28:38
27714.438,27821.172,27771.549,50.018,28-Apr-2025 11:28:40
27695.963,27798.682,27758.131,50.022,28-Apr-2025 11:28:42
27677.906,27785.121,27734.883,50.025,28-Apr-2025 11:28:44
27664.598,27756.744,27718.963,50.025,28-Apr-2025 11:28:46
27708.346,27796.791,27773.082,50.023,28-Apr-2025 11:28:48
27659.613,27748.143,27725.016,50.022,28-Apr-2025 11:28:50
27702.701,27781.811,27766.152,50.021,28-Apr-2025 11:28:52
27672.568,27754.354,27734,50.02,28-Apr-2025 11:28:54
27704.762,27789.215,27762.656,50.02,28-Apr-2025 11:28:56
27738.672,27826.18,27798.723,50.017,28-Apr-2025 11:28:58
27720.85,27814.877,27784.059,50.016,28-Apr-2025 11:29:00
27751.123,27841.332,27809.494,50.014,28-Apr-2025 11:29:02
27661.455,27754.428,27721.748,50.015,28-Apr-2025 11:29:04
27699.885,27804.316,27762.221,50.016,28-Apr-2025 11:29:06
27715.283,27814.029,27778.035,50.018,28-Apr-2025 11:29:08
27684.24,27780.434,27745.432,50.022,28-Apr-2025 11:29:10
27682.277,27772.945,27743.58,50.021,28-Apr-2025 11:29:12
27609.615,27711.953,27678.66,50.022,28-Apr-2025 11:29:14
27661.369,27767.727,27728.023,50.02,28-Apr-2025 11:29:16
27650.217,27759.326,27712.887,50.017,28-Apr-2025 11:29:18
27585.928,27696.502,27652.078,50.018,28-Apr-2025 11:29:20
27595.211,27705.941,27660.234,50.017,28-Apr-2025 11:29:22
27633.1,27736.615,27696.973,50.017,28-Apr-2025 11:29:24
27619.176,27720.25,27679.568,50.017,28-Apr-2025 11:29:26
27678.557,27783.619,27742.293,50.018,28-Apr-2025 11:29:28
27659.617,27766.754,27724.195,50.021,28-Apr-2025 11:29:30
27639.32,27745.203,27703.43,50.024,28-Apr-2025 11:29:32
27624.912,27726.443,27692.02,50.026,28-Apr-2025 11:29:34
27646.5,27744.732,27711.256,50.026,28-Apr-2025 11:29:36
27619.1,27720.264,27690.123,50.028,28-Apr-2025 11:29:38
27645.275,27748.465,27714.086,50.028,28-Apr-2025 11:29:40
27599.563,27699.629,27662.139,50.027,28-Apr-2025 11:29:42
27651.982,27739.285,27710.072,50.024,28-Apr-2025 11:29:44
27619.625,27709.543,27674.559,50.022,28-Apr-2025 11:29:46
27637.139,27726.578,27692.492,50.021,28-Apr-2025 11:29:48
27645.908,27738.789,27701.992,50.019,28-Apr-2025 11:29:50
27570.957,27657.828,27625.393,50.018,28-Apr-2025 11:29:52
27561.143,27658.75,27627.164,50.016,28-Apr-2025 11:29:54
27594.447,27693.227,27653.184,50.013,28-Apr-2025 11:29:56
27562.441,27659.42,27625.982,50.01,28-Apr-2025 11:29:58
27469.855,27577.338,27538.004,50.008,28-Apr-2025 11:30:00
27508.844,27615.314,27578.082,50.004,28-Apr-2025 11:30:02
27470.344,27577.26,27541.305,50,28-Apr-2025 11:30:04
27465.74,27571.523,27537.082,49.995,28-Apr-2025 11:30:06
27550.031,27652.832,27619.494,49.99,28-Apr-2025 11:30:08
27497.42,27602.592,27573.602,49.988,28-Apr-2025 11:30:10
27397.484,27508.162,27465.453,49.984,28-Apr-2025 11:30:12
27234.697,27344.611,27284.715,49.981,28-Apr-2025 11:30:14
27286.957,27401.24,27348.871,49.98,28-Apr-2025 11:30:16
27453.572,27572.318,27522.145,49.981,28-Apr-2025 11:30:18
27479.646,27588.885,27552.293,49.981,28-Apr-2025 11:30:20
27363.764,27477.994,27445.637,49.984,28-Apr-2025 11:30:22
27488.23,27600.893,27572.049,49.981,28-Apr-2025 11:30:24
27396.117,27509.963,27477.775,49.979,28-Apr-2025 11:30:26
27613.568,27726.094,27688.82,49.975,28-Apr-2025 11:30:28
27529.096,27644.041,27605.568,49.972,28-Apr-2025 11:30:30
27580.25,27695.043,27653.725,49.971,28-Apr-2025 11:30:32
27545.746,27667.324,27629.264,49.968,28-Apr-2025 11:30:34
27550.24,27672.832,27628.963,49.968,28-Apr-2025 11:30:36
27600.16,27719.443,27674.121,49.967,28-Apr-2025 11:30:38
27569.051,27688.199,27643.516,49.968,28-Apr-2025 11:30:40
27625.34,27736.764,27697.895,49.965,28-Apr-2025 11:30:42
27571.203,27682.703,27641.762,49.967,28-Apr-2025 11:30:44
27644.816,27753.889,27713.98,49.968,28-Apr-2025 11:30:46
27587.42,27691.09,27648.156,49.971,28-Apr-2025 11:30:48
27608.541,27718.842,27676.559,49.975,28-Apr-2025 11:30:50
27578.521,27689.873,27646.385,49.976,28-Apr-2025 11:30:52
27623.623,27727.988,27697.596,49.974,28-Apr-2025 11:30:54
27592.928,27694.877,27658.271,49.974,28-Apr-2025 11:30:56
27590.752,27688.82,27660.08,49.973,28-Apr-2025 11:30:58
27580.502,27679.25,27654.939,49.971,28-Apr-2025 11:31:00
27594.752,27695.598,27667.93,49.969,28-Apr-2025 11:31:02
27512.623,27610.266,27588.59,49.97,28-Apr-2025 11:31:04
27529.77,27636.463,27607.492,49.97,28-Apr-2025 11:31:06
27522.166,27625.111,27600.436,49.969,28-Apr-2025 11:31:08
27545.311,27639.789,27620.783,49.969,28-Apr-2025 11:31:10
27561.74,27649.506,27634.348,49.966,28-Apr-2025 11:31:12
27503.531,27595.453,27577.092,49.967,28-Apr-2025 11:31:14
27585.102,27674.586,27657.967,49.965,28-Apr-2025 11:31:16
27545.643,27641.131,27618.936,49.966,28-Apr-2025 11:31:18
27564.236,27661.783,27641.727,49.966,28-Apr-2025 11:31:20
27559.99,27658.461,27635.959,49.967,28-Apr-2025 11:31:22
27605.754,27708.775,27681.77,49.966,28-Apr-2025 11:31:24
27644.732,27746.121,27717.314,49.967,28-Apr-2025 11:31:26
27601.746,27706.561,27674.912,49.972,28-Apr-2025 11:31:28
27562.746,27663.748,27641.318,49.974,28-Apr-2025 11:31:30
27627.543,27729.359,27705.877,49.976,28-Apr-2025 11:31:32
27484.42,27579.406,27560.846,49.976,28-Apr-2025 11:31:34
27527.414,27630.297,27603.33,49.975,28-Apr-2025 11:31:36
27565.287,27661.738,27634.652,49.97,28-Apr-2025 11:31:38
27520.605,27628.684,27589.387,49.969,28-Apr-2025 11:31:40
27553.58,27660.98,27622.494,49.97,28-Apr-2025 11:31:42
27525.893,27635.908,27592.941,49.974,28-Apr-2025 11:31:44
27656.391,27756.854,27716.316,49.973,28-Apr-2025 11:31:46
27456.617,27560.289,27524.164,49.977,28-Apr-2025 11:31:48
27584.438,27695.885,27656.334,49.978,28-Apr-2025 11:31:50
27570.949,27676.17,27636.852,49.98,28-Apr-2025 11:31:52
27612.227,27713.105,27672.383,49.983,28-Apr-2025 11:31:54
27592.475,27692.639,27642.303,49.985,28-Apr-2025 11:31:56
27617.625,27722.447,27671.74,49.987,28-Apr-2025 11:31:58
27624.777,27734.074,27684.025,49.989,28-Apr-2025 11:32:00
27599.918,27711.248,27660.109,49.991,28-Apr-2025 11:32:02
27648.582,27756.99,27702.457,49.989,28-Apr-2025 11:32:04
27627.342,27731.029,27684.627,49.99,28-Apr-2025 11:32:06
27637.672,27742.73,27693.988,49.99,28-Apr-2025 11:32:08
27679.953,27783.375,27739.951,49.988,28-Apr-2025 11:32:10
27668.879,27779.168,27729.92,49.988,28-Apr-2025 11:32:12
27684.688,27795.494,27748.832,49.988,28-Apr-2025 11:32:14
27767.275,27870.068,27822.756,49.988,28-Apr-2025 11:32:16
27673.189,27783.592,27739.01,49.989,28-Apr-2025 11:32:18
27760.426,27863.996,27820.502,49.986,28-Apr-2025 11:32:20
27607.555,27719.779,27671.225,49.99,28-Apr-2025 11:32:22
27756.725,27871.156,27820.549,49.988,28-Apr-2025 11:32:24
27655.881,27767.525,27715.848,49.99,28-Apr-2025 11:32:26
27724.832,27836.398,27781.467,49.992,28-Apr-2025 11:32:28
27690.789,27798.857,27750.861,49.991,28-Apr-2025 11:32:30
27720.131,27821.947,27779.664,49.989,28-Apr-2025 11:32:32
27743.541,27855.756,27803.922,49.99,28-Apr-2025 11:32:34
27720.449,27832.518,27777.721,49.989,28-Apr-2025 11:32:36
27802.67,27910.471,27861.443,49.988,28-Apr-2025 11:32:38
27675.844,27780.391,27722.238,49.993,28-Apr-2025 11:32:40
27775.498,27885.357,27822.707,49.993,28-Apr-2025 11:32:42
27801.398,27918.096,27844.83,49.994,28-Apr-2025 11:32:44
27768.914,27895.135,27812.604,49.996,28-Apr-2025 11:32:46
27767.326,27887.709,27803.354,49.996,28-Apr-2025 11:32:48
27705.576,27833.057,27752.264,49.996,28-Apr-2025 11:32:50
27795.492,27914.49,27838.791,49.994,28-Apr-2025 11:32:52
27732.045,27851.861,27777.135,49.996,28-Apr-2025 11:32:54
27754.461,27871.846,27800.803,49.995,28-Apr-2025 11:32:56
27800.211,27920.395,27846.809,49.993,28-Apr-2025 11:32:58
27758.383,27882.451,27807.418,49.994,28-Apr-2025 11:33:00
27757.096,27870.723,27802.779,49.991,28-Apr-2025 11:33:02
27721.098,27841.887,27767.211,49.989,28-Apr-2025 11:33:04
27748.303,27861.648,27795.174,49.985,28-Apr-2025 11:33:06
27812.818,27925.924,27855.447,49.982,28-Apr-2025 11:33:08
27757.803,27872.492,27804.746,49.982,28-Apr-2025 11:33:10
27789.742,27904.637,27832.709,49.98,28-Apr-2025 11:33:12
27807.385,27919.559,27848.402,49.98,28-Apr-2025 11:33:14
27745.184,27863.832,27793.568,49.983,28-Apr-2025 11:33:16
27775.629,27893.5,27821.195,49.981,28-Apr-2025 11:33:18
27744.398,27866.09,27798.18,49.979,28-Apr-2025 11:33:20
27796.398,27911.768,27845.715,49.976,28-Apr-2025 11:33:22
27752.27,27863.67,27812.131,49.975,28-Apr-2025 11:33:24
27749.051,27868.732,27807.58,49.975,28-Apr-2025 11:33:26
27824.387,27933.406,27874.193,49.976,28-Apr-2025 11:33:28
27760.836,27875.424,27818.418,49.982,28-Apr-2025 11:33:30
27764.775,27881.932,27830.881,49.985,28-Apr-2025 11:33:32
27808.072,27915.553,27869.77,49.985,28-Apr-2025 11:33:34
27786.787,27892.818,27846.063,49.987,28-Apr-2025 11:33:36
27748.939,27854.92,27808.725,49.989,28-Apr-2025 11:33:38
27786.219,27897.068,27853.74,49.989,28-Apr-2025 11:33:40
27757.24,27867.197,27824.006,49.988,28-Apr-2025 11:33:42
27668.977,27777.053,27735.15,49.988,28-Apr-2025 11:33:44
27781.41,27887.766,27851.254,49.983,28-Apr-2025 11:33:46
27741.783,27846.02,27813.281,49.982,28-Apr-2025 11:33:48
27750.6,27859.473,27825.996,49.983,28-Apr-2025 11:33:50
27763.68,27869.26,27830.688,49.982,28-Apr-2025 11:33:52
27741.234,27854.723,27810.154,49.984,28-Apr-2025 11:33:54
27789.615,27899.809,27846.551,49.983,28-Apr-2025 11:33:56
27663.598,27786.242,27725.465,49.983,28-Apr-2025 11:33:58
27748.313,27862.969,27813.158,49.979,28-Apr-2025 11:34:00
NaN,NaN,NaN,NaN,28-Apr-2025 11:34:02
27680.594,27795.279,27739.443,49.977,28-Apr-2025 11:34:04
27806.029,27918.502,27863.564,49.974,28-Apr-2025 11:34:06
27735.842,27860.242,27799.268,49.975,28-Apr-2025 11:34:08
27799.299,27917.346,27860.135,49.973,28-Apr-2025 11:34:10
27789.391,27903.109,27851.943,49.973,28-Apr-2025 11:34:12
27764.568,27882.438,27824.119,49.972,28-Apr-2025 11:34:14
27758.711,27871.443,27820.744,49.969,28-Apr-2025 11:34:16
27754.488,27865.164,27806.125,49.97,28-Apr-2025 11:34:18
27790.867,27899.754,27838.234,49.969,28-Apr-2025 11:34:20
27780.088,27890.609,27827.357,49.97,28-Apr-2025 11:34:22
27776.744,27888.123,27828.697,49.971,28-Apr-2025 11:34:24
27770.652,27881.449,27827.979,49.972,28-Apr-2025 11:34:26
27726.424,27833.93,27790.119,49.972,28-Apr-2025 11:34:28
27764.203,27874.191,27823.854,49.972,28-Apr-2025 11:34:30
27792.004,27908.264,27848.047,49.972,28-Apr-2025 11:34:32
27790.031,27907.922,27842.977,49.974,28-Apr-2025 11:34:34
27769.52,27887.371,27820.357,49.979,28-Apr-2025 11:34:36
27747.496,27868.74,27792.68,49.981,28-Apr-2025 11:34:38
27734.623,27854.693,27781.236,49.983,28-Apr-2025 11:34:40
27767.111,27890.637,27817.758,49.981,28-Apr-2025 11:34:42
27705.947,27822.744,27755.809,49.98,28-Apr-2025 11:34:44
27792.445,27900.238,27839.146,49.978,28-Apr-2025 11:34:46
27689.984,27800.027,27740.588,49.978,28-Apr-2025 11:34:48
27771.072,27878.219,27820.361,49.978,28-Apr-2025 11:34:50
27772.773,27883.953,27821.871,49.979,28-Apr-2025 11:34:52
27764.52,27879.127,27808.691,49.981,28-Apr-2025 11:34:54
27775.523,27893.209,27820.24,49.983,28-Apr-2025 11:34:56
27739.738,27852.391,27783.551,49.986,28-Apr-2025 11:34:58
27675.762,27783.346,27720.689,49.989,28-Apr-2025 11:35:00
27648.689,27760.594,27701.076,49.991,28-Apr-2025 11:35:02
27742.627,27844.732,27787.48,49.989,28-Apr-2025 11:35:04
27622.623,27738.391,27674.754,49.991,28-Apr-2025 11:35:06
27697.869,27811.037,27750.857,49.991,28-Apr-2025 11:35:08
27662.055,27774.131,27716.344,49.991,28-Apr-2025 11:35:10
27661.311,27780.75,27718.301,49.991,28-Apr-2025 11:35:12
27666.889,27782.727,27723.506,49.992,28-Apr-2025 11:35:14
27681.57,27802.502,27738.828,49.995,28-Apr-2025 11:35:16
27673.342,27786.264,27731.063,49.995,28-Apr-2025 11:35:18
27680.041,27796.002,27739.367,49.997,28-Apr-2025 11:35:20
27706.025,27815.066,27755.26,49.997,28-Apr-2025 11:35:22
27662.797,27773.889,27715.346,49.998,28-Apr-2025 11:35:24
27700.746,27805.369,27749.426,49.999,28-Apr-2025 11:35:26
27616.477,27726.197,27669.24,49.999,28-Apr-2025 11:35:28
27615.391,27729.262,27671.066,50,28-Apr-2025 11:35:30
27722.082,27841.477,27781.48,49.998,28-Apr-2025 11:35:32
26940.146,27054.75,26995.959,49.998,28-Apr-2025 11:35:34
27648.359,27753.129,27702.625,49.996,28-Apr-2025 11:35:36
27527.039,27643.967,27593.396,49.999,28-Apr-2025 11:35:38
27650.543,27761.051,27706.729,49.999,28-Apr-2025 11:35:40
27618.188,27726.484,27672.922,49.999,28-Apr-2025 11:35:42
27616.1,27726.818,27677.553,50.002,28-Apr-2025 11:35:44
27677.533,27789.336,27731.348,50.001,28-Apr-2025 11:35:46
27674.594,27787.342,27732.379,50.005,28-Apr-2025 11:35:48
27682.771,27797.557,27745.779,50.006,28-Apr-2025 11:35:50
27635.143,27746.533,27693.738,50.005,28-Apr-2025 11:35:52
27675.777,27788.758,27737.291,50.004,28-Apr-2025 11:35:54
27658.781,27769.373,27722.348,50.003,28-Apr-2025 11:35:56
27768.527,27884.529,27830.016,50,28-Apr-2025 11:35:58
27701.471,27810.102,27770.652,49.998,28-Apr-2025 11:36:00
27587.201,27695.74,27652.965,49.999,28-Apr-2025 11:36:02
27757.1,27870.879,27821.814,50.001,28-Apr-2025 11:36:04
27732.492,27841.611,27789.93,50.003,28-Apr-2025 11:36:06
27690.662,27804.967,27757.766,50.007,28-Apr-2025 11:36:08
27770.629,27883.297,27838.068,50.007,28-Apr-2025 11:36:10
27643.111,27752.811,27712.135,50.005,28-Apr-2025 11:36:12
27786.07,27898.059,27844.725,50.005,28-Apr-2025 11:36:14
27770.924,27877.314,27835.51,50.005,28-Apr-2025 11:36:16
27750.068,27860.023,27819.898,50.005,28-Apr-2025 11:36:18
27769.434,27866.68,27839.764,50.004,28-Apr-2025 11:36:20
27741.102,27842.545,27814.881,50.004,28-Apr-2025 11:36:22
27777.311,27872.967,27844.604,50.003,28-Apr-2025 11:36:24
27665.016,27759.586,27736.084,50.003,28-Apr-2025 11:36:26
27676.793,27775.711,27748.66,50,28-Apr-2025 11:36:28
27691.006,27789.807,27760.178,50,28-Apr-2025 11:36:30
27774.533,27880.678,27839.215,50.002,28-Apr-2025 11:36:32
27758.564,27863.086,27838.416,50.002,28-Apr-2025 11:36:34
27687.133,27791.664,27757.818,50.006,28-Apr-2025 11:36:36
27720.158,27825.723,27784.605,50.007,28-Apr-2025 11:36:38
27723.547,27836.033,27782.82,50.006,28-Apr-2025 11:36:40
27744.617,27854.912,27812.85,50.006,28-Apr-2025 11:36:42
27761.869,27870.52,27831.77,50.007,28-Apr-2025 11:36:44
27744.42,27859.854,27807.193,50.007,28-Apr-2025 11:36:46
27693.459,27798.625,27750.592,50.009,28-Apr-2025 11:36:48
27804.65,27904.314,27860.139,50.008,28-Apr-2025 11:36:50
27718.561,27821.934,27777.672,50.01,28-Apr-2025 11:36:52
27742.424,27845.01,27799.42,50.011,28-Apr-2025 11:36:54
27724.646,27826.246,27784.102,50.009,28-Apr-2025 11:36:56
27756.539,27859.857,27815,50.009,28-Apr-2025 11:36:58
27793.98,27903.057,27852.229,50.009,28-Apr-2025 11:37:00
27741.74,27848.16,27792.033,50.009,28-Apr-2025 11:37:02
27729.168,27834.145,27774.088,50.008,28-Apr-2025 11:37:04
27656.121,27758.645,27714.27,50.008,28-Apr-2025 11:37:06
27744.764,27839.957,27802.682,50.004,28-Apr-2025 11:37:08
27691.316,27788.838,27749.432,50.002,28-Apr-2025 11:37:10
27693.693,27793.99,27748.818,50.002,28-Apr-2025 11:37:12
27725.045,27813.646,27765.311,50.002,28-Apr-2025 11:37:14
27682.801,27779.555,27724.408,50.005,28-Apr-2025 11:37:16
27774.531,27876.48,27822.127,50.005,28-Apr-2025 11:37:18
27683.957,27779.715,27729.012,50.008,28-Apr-2025 11:37:20
27798.875,27894.082,27848.295,50.008,28-Apr-2025 11:37:22
27645.563,27738.885,27699.584,50.011,28-Apr-2025 11:37:24
27803.326,27900.744,27856.182,50.01,28-Apr-2025 11:37:26
27648.768,27739.602,27705.873,50.012,28-Apr-2025 11:37:28
27761.609,27853.527,27812.953,50.014,28-Apr-2025 11:37:30
27788.947,27884.477,27839.701,50.016,28-Apr-2025 11:37:32
27736.074,27831.307,27783.592,50.017,28-Apr-2025 11:37:34
27726.961,27825.957,27773.52,50.017,28-Apr-2025 11:37:36
27803.711,27903.393,27853.498,50.018,28-Apr-2025 11:37:38
27738.449,27824.223,27785.154,50.017,28-Apr-2025 11:37:40
27751.896,27848.508,27797.938,50.02,28-Apr-2025 11:37:42
27786.908,27883.797,27829.217,50.02,28-Apr-2025 11:37:44
27824.416,27911.936,27867.307,50.018,28-Apr-2025 11:37:46
27757.299,27855.473,27802.512,50.02,28-Apr-2025 11:37:48
27735.305,27824.961,27774.359,50.019,28-Apr-2025 11:37:50
27735.408,27832.221,27786.254,50.018,28-Apr-2025 11:37:52
27807.395,27896.465,27852.264,50.016,28-Apr-2025 11:37:54
27804.906,27892.379,27857.283,50.015,28-Apr-2025 11:37:56
27715.172,27812.779,27767.613,50.02,28-Apr-2025 11:37:58
27847.596,27940.613,27895.197,50.02,28-Apr-2025 11:38:00
27729.068,27820.604,27773.131,50.021,28-Apr-2025 11:38:02
27766.932,27865.357,27821.32,50.024,28-Apr-2025 11:38:04
27840.686,27936.928,27888.529,50.021,28-Apr-2025 11:38:06
27789.146,27879.324,27832.799,50.021,28-Apr-2025 11:38:08
27854.609,27949.211,27895.951,50.02,28-Apr-2025 11:38:10
27743.76,27839.518,27784.146,50.019,28-Apr-2025 11:38:12
27870.482,27964.596,27909.926,50.018,28-Apr-2025 11:38:14
27926.725,28020.488,27965.941,50.017,28-Apr-2025 11:38:16
27842.834,27939.908,27887.059,50.017,28-Apr-2025 11:38:18
27928.213,28029.283,27974.43,50.015,28-Apr-2025 11:38:20
27890.9,27989.238,27933.008,50.013,28-Apr-2025 11:38:22
27850.092,27953.438,27893.986,50.014,28-Apr-2025 11:38:24
27855.158,27968.146,27905.826,50.014,28-Apr-2025 11:38:26
27900.691,28008.521,27951.908,50.013,28-Apr-2025 11:38:28
27902.01,28009.137,27953.436,50.014,28-Apr-2025 11:38:30
27889.195,28005.242,27941.627,50.015,28-Apr-2025 11:38:32
27961.84,28069.773,28006.338,50.015,28-Apr-2025 11:38:34
27883.031,27996.643,27927.406,50.017,28-Apr-2025 11:38:36
27956.162,28069.516,28000.354,50.016,28-Apr-2025 11:38:38
27951.027,28071.371,27993.893,50.017,28-Apr-2025 11:38:40
27931.764,28042.266,27974.361,50.018,28-Apr-2025 11:38:42
27947.697,28063.686,27990.637,50.021,28-Apr-2025 11:38:44
27944.467,28064.189,27995.832,50.023,28-Apr-2025 11:38:46
27910.203,28030.17,27962.09,50.027,28-Apr-2025 11:38:48
27950.871,28069.271,27991.992,50.027,28-Apr-2025 11:38:50
27875.426,27990.256,27916.285,50.028,28-Apr-2025 11:38:52
27879.439,27999.049,27931.396,50.031,28-Apr-2025 11:38:54
27952.762,28064.729,27996.475,50.029,28-Apr-2025 11:38:56
27937.922,28056.262,27985.672,50.028,28-Apr-2025 11:38:58
27898.711,28014.127,27946.102,50.029,28-Apr-2025 11:39:00
27912.191,28026.875,27961.389,50.026,28-Apr-2025 11:39:02
27904.498,28017.83,27948.764,50.024,28-Apr-2025 11:39:04
27954.227,28071.281,27996.037,50.023,28-Apr-2025 11:39:06
27944.703,28053.096,27985.377,50.022,28-Apr-2025 11:39:08
27867.641,27977.076,27912.73,50.025,28-Apr-2025 11:39:10
27886.904,27998.816,27929.086,50.024,28-Apr-2025 11:39:12
27911.357,28018.893,27953.428,50.024,28-Apr-2025 11:39:14
27920.146,28028.377,27957.699,50.024,28-Apr-2025 11:39:16
27919.389,28026.822,27955.627,50.025,28-Apr-2025 11:39:18
27817.326,27929.125,27859.51,50.026,28-Apr-2025 11:39:20
28014.137,28119.762,28050.156,50.023,28-Apr-2025 11:39:22
27881.625,27982.939,27920.451,50.023,28-Apr-2025 11:39:24
27907.379,28008.914,27944.127,50.024,28-Apr-2025 11:39:26
27936.779,28029.521,27974.754,50.023,28-Apr-2025 11:39:28
27848.092,27958.275,27891.326,50.023,28-Apr-2025 11:39:30
27900.686,27999.893,27945.264,50.02,28-Apr-2025 11:39:32
27932.131,28038.713,27974.516,50.021,28-Apr-2025 11:39:34
27986.977,28087.641,28024.008,50.019,28-Apr-2025 11:39:36
27972.861,28075.398,28012.861,50.02,28-Apr-2025 11:39:38
27976.314,28077.447,28008.557,50.021,28-Apr-2025 11:39:40
27963.17,28066.416,27997.502,50.022,28-Apr-2025 11:39:42
27973.393,28068.955,28001.25,50.021,28-Apr-2025 11:39:44
27978.404,28075.496,28014.293,50.021,28-Apr-2025 11:39:46
27923.506,28026.967,27957.414,50.021,28-Apr-2025 11:39:48
28022.287,28125.48,28061.754,50.018,28-Apr-2025 11:39:50
28019.979,28108.732,28053.268,50.018,28-Apr-2025 11:39:52
28014.691,28110.396,28053.348,50.022,28-Apr-2025 11:39:54
28011.984,28113.748,28051.012,50.026,28-Apr-2025 11:39:56
28069.727,28171.529,28108.967,50.028,28-Apr-2025 11:39:58
28096.932,28201.305,28134.979,50.029,28-Apr-2025 11:40:00
28029.859,28129.176,28068.811,50.031,28-Apr-2025 11:40:02
28063.715,28165.219,28106.961,50.031,28-Apr-2025 11:40:04
28045.309,28149.445,28093.008,50.032,28-Apr-2025 11:40:06
28074.605,28177.494,28118.609,50.032,28-Apr-2025 11:40:08
28109.496,28213.367,28152.248,50.032,28-Apr-2025 11:40:10
28005.244,28094.396,28044.824,50.032,28-Apr-2025 11:40:12
28095.609,28191.297,28135.844,50.031,28-Apr-2025 11:40:14
28091.377,28183.859,28129.418,50.031,28-Apr-2025 11:40:16
28008.061,28108.842,28043.572,50.032,28-Apr-2025 11:40:18
28071.375,28167.641,28106.809,50.031,28-Apr-2025 11:40:20
28054.492,28150.803,28098.248,50.031,28-Apr-2025 11:40:22
28080.02,28178.975,28125.408,50.033,28-Apr-2025 11:40:24
28048.904,28141.227,28095.645,50.031,28-Apr-2025 11:40:26
28045.258,28142.965,28093.176,50.029,28-Apr-2025 11:40:28
28040.754,28131.064,28082.986,50.026,28-Apr-2025 11:40:30
28037.926,28123.145,28074.217,50.025,28-Apr-2025 11:40:32
28060.113,28153.152,28105.523,50.025,28-Apr-2025 11:40:34
28061.648,28157.133,28102.627,50.026,28-Apr-2025 11:40:36
28103.848,28207.033,28139.852,50.027,28-Apr-2025 11:40:38
28059.322,28158.393,28094.043,50.025,28-Apr-2025 11:40:40
28109.646,28224.914,28138.426,50.025,28-Apr-2025 11:40:42
28123.479,28238.789,28158.08,50.024,28-Apr-2025 11:40:44
28054.227,28149.447,28093.83,50.023,28-Apr-2025 11:40:46
28115.088,28213.035,28152.064,50.023,28-Apr-2025 11:40:48
28099.738,28182.865,28128.402,50.026,28-Apr-2025 11:40:50
28075.891,28157.473,28113.568,50.029,28-Apr-2025 11:40:52
28142.201,28232.459,28184.035,50.032,28-Apr-2025 11:40:54
28121.143,28211.359,28162.465,50.034,28-Apr-2025 11:40:56
28156.449,28243.129,28192.051,50.033,28-Apr-2025 11:40:58
28151.41,28241.613,28187.828,50.033,28-Apr-2025 11:41:00
28173.609,28269.512,28213.98,50.031,28-Apr-2025 11:41:02
28104.918,28200.771,28145.154,50.032,28-Apr-2025 11:41:04
28128.305,28218.652,28165.955,50.031,28-Apr-2025 11:41:06
28195.098,28276.441,28230.381,50.031,28-Apr-2025 11:41:08
28120.479,28200.764,28163.236,50.032,28-Apr-2025 11:41:10
28192.16,28273.41,28240.264,50.033,28-Apr-2025 11:41:12
28067.896,28160.861,28120.18,50.036,28-Apr-2025 11:41:14
28150.906,28233.926,28198.1,50.033,28-Apr-2025 11:41:16
28056.854,28138.271,28105.764,50.032,28-Apr-2025 11:41:18
28081.162,28170.791,28128.904,50.03,28-Apr-2025 11:41:20
